start	end	text
412360	413560	No de momento, profe.
414380	415220	¿Todos en Chile?
415740	416240	¿Todos bien?
418100	419520	Yo creo que una consulta.
422280	422680	¿Sí?
423580	425180	Vamos a tocar inicialmente acá,
425180	426740	ya que vamos a hacer parte,
426960	427800	o sea, Computer Vision,
427920	429620	diciendo que es como la cuarta materia.
431620	433380	¿Vamos a tocar los frameworks
433380	434860	para utilizar,
435540	437200	para aplicarlos dentro de Computer Vision?
438420	439600	No te entendí, perdón.
439700	439880	¿Cómo?
440560	442100	Sí, vamos a ocupar los frameworks,
442280	443880	PyTorch, Benzoi.
443880	444580	Sí, por supuesto.
444880	445000	Sí.
445260	446020	Sí, sí, sí, sí.
446700	447420	Sí, sí.
447860	449020	Nada nuevo.
450540	451020	OpenCV.
453780	454180	Perfecto.
454220	454800	No, nada nuevo.
454800	457740	Y yo les voy a crear marcos de trabajo
457740	458960	para ustedes,
459100	459660	para las tareas.
460520	461960	O sea, ya los códigos están,
462080	463680	tienen que ustedes intervenirlo un poco
463680	466940	para que funcionen para una nueva tarea.
466940	470420	Ese es el proyecto.
470420	472220	No es crear otro,
472660	473380	algo nuevo,
473460	474600	ni algo muy sofisticado.
475600	475960	¿Ya?
476020	477220	Sino que tengan la experiencia
477220	478420	de etiquetar imágenes,
478540	479840	de conocer tipos de imágenes,
480480	481420	tener una tarea, ¿no es cierto?
481480	482320	Tener una experiencia
482320	484840	con algoritmos de Computer Vision
484840	486120	basados en Machine Learning.
486120	488360	¿Por qué basado en Machine Learning?
489060	490480	Acá viene el primer punto.
491480	492480	Porque el ramo se llama
492480	493240	Visión Artificial.
494540	496160	En el Magister Data Science
496160	497260	yo hago el curso
497260	498740	Visión por Computador.
499460	500900	Es un poquito diferente.
501500	501600	O sea,
501640	502340	Visión Artificial,
502720	503200	en español,
503860	504900	es básicamente
504900	505620	solo
505620	507860	Machine Learning Based Computer Vision.
509240	509340	¿Ya?
509480	510940	No se le llama tanto
510940	511680	Computer Vision
511680	513260	cuando tú ya agregas esto.
513700	514020	Machine Learning
514020	514660	se le puede llamar
514660	515420	Visión Artificial,
515560	516860	por lo menos en el mundo en español.
517900	518380	En inglés,
518640	519780	a todos le dicen Computer Vision.
520480	521280	Ya sea tradicional
521280	522220	o con Deep Learning.
522940	523100	¿Ok?
523180	524180	Es por lo menos mi experiencia.
525180	526160	Desde mi sesgo
526160	527680	y desde mi posición.
529260	529700	Ya.
531300	531740	Jorge,
532140	532520	disculpe,
532600	533260	una consulta
533260	534480	respecto a la
534480	535560	evaluación
535560	536760	¿va a ser una tarea?
536840	537400	Sí, una tarea.
537580	537780	Una.
537960	539220	¿El 100% de la...?
539220	539520	Sí, una tarea.
539900	540860	Son cuartas clases,
541000	541280	entonces
541280	543700	dos tareas ya mucho.
544180	544700	Ok.
544980	545060	No.
546000	547380	70 alumnos.
547600	548280	A modo consulta.
548940	550320	¿Y esa tarea
550320	551460	tercera semana,
551580	552140	cuarta semana?
552660	553600	La segunda semana
553600	554340	se la envío,
554440	555660	se la paso por correo,
556060	556740	se las presento
556740	557940	a la segunda clase.
558060	558280	Ok.
558460	559120	En la última hora
559120	560220	vemos preguntas,
560340	560660	consultas,
560740	560940	dúas
560940	562100	y empezamos a trabajar
562100	562660	en la semana
562660	563200	así como
563200	564480	concurrente,
564560	565420	los que tengan problemas.
566160	567100	Hoy hagamos una reunión
567100	567540	de media hora,
567620	568220	perfecto.
569220	569880	Tercera clase,
570100	570920	saco dúas también,
571320	571780	sigo la materia
571780	572760	y cuarta clase
572760	573620	ustedes me presentan
573620	574340	lo que hicieron.
574660	575060	Implegable.
575440	576200	Esa es la idea.
576400	576620	Gracias.
577080	577160	Ya.
581240	581520	A ver,
581820	582140	primero,
582340	583080	antes de seguir,
584360	584920	¿me pueden decir
584920	585260	alguno,
585340	586320	un par de sus nombres,
586460	587040	de su background?
587840	588560	¿Cuál es tu nombre?
588560	589560	¿Y...?
589560	590880	¿Y...?
593200	605880	No se escucha
605880	606480	si están hablando,
606600	607000	perfecto,
607000	607560	el micro.
608300	608500	Sí.
609980	610260	Ahí sí,
610340	610440	sí.
611160	611540	Ahí sí.
611740	612160	Bueno,
612220	613220	nos estamos presentando
613220	615540	y estoy viendo
615540	616360	la opción
616360	616660	de ver
616660	617360	si continúo
617360	618000	con el magíster
618000	618500	y la idea
618500	619140	es ver
619140	619960	qué proyectos
619960	621020	se pueden desarrollar
621020	621900	a nivel del ámbito
621900	623140	de salud pública
623140	624400	y también privada.
624680	625080	Buenísimo.
625140	625820	Y de qué aporte,
626420	626620	bueno,
626660	627500	esto me puede ayudar
627500	628320	para poder abrir
628320	629140	como más redes.
629860	630260	Buenísimo.
630800	631640	Es justamente
631640	632520	eso el curso.
633000	633100	O sea,
633140	633460	que entiendo
633460	634280	lo que es visión computacional,
634400	635140	entiendo los algoritmos,
635240	635920	las aplicaciones
635920	637140	y después hagamos algo
637140	637820	para ustedes
637820	639300	o para mi laboratorio.
639740	640300	Depende de usted.
640700	640820	No,
640880	641280	yo ya tengo,
641460	641780	por ejemplo,
641900	642520	tú si tenés
642520	644120	imágenes X-Ray
644120	645880	y tenés un problema
645880	646860	ya caracterizado,
647480	648060	lo levantamos.
649360	649880	¿Te parece?
649880	651880	Pero me encanta
651880	656140	el background
656140	657400	y lo que estamos pensando.
658280	658820	¿Tú puedes presentar?
658900	659060	¿Tú?
659160	659260	¿Sí?
661260	661820	Bueno,
661960	663040	yo soy Matías Guerra
663040	665080	y yo soy biotecnólogo
665080	666360	y
666360	668500	ahora,
669260	669420	bueno,
669480	669860	yo me metí
669860	670720	al magíster
670720	672180	de inteligencia artificial
672180	673600	un poco
673600	674600	como para
674600	675440	complementar
675440	675960	mi carrera,
676420	677040	pero también
677040	677720	como va a ser
677720	678700	una especie
678700	679740	como de transición
679740	681040	un poco
681040	682260	alejado
682260	682900	de la biotecnología
682900	683200	ahora.
684740	685820	Estoy trabajando
685820	687000	¿Y dentro
687000	687860	de la biotech?
688100	688840	¿En qué área estás?
690460	690880	O sea,
692260	694580	mi tesis,
694700	695260	que fue lo último
695260	696120	que hice relacionado
696120	697020	a la biotecnología,
697960	699140	la hice en bioinformática
699140	702360	y la hice
702360	704160	en una investigación
704160	705480	de enfermedades cardíacas.
706520	707060	¿Enfermedades cuánto?
707200	707720	Cardíacas.
708260	708780	Perfecto.
708860	709140	Y
709140	710800	pero ahora estoy
710800	711400	en una empresa
711400	712300	de recursos humanos,
712440	712920	estoy como
712920	714020	muy alejado
714020	715280	del mundo
715280	715760	de la biotecnología.
717140	717740	Perfecto.
717740	720600	Pero ya hay como
720600	720900	match,
721000	721440	¿se fijan?
721500	721660	O sea,
721720	722320	un doctor
722320	724140	que tiene
724140	726380	necesidades abiertas
726380	727920	de tratar imágenes,
728260	729080	procesar imágenes
729080	730600	y un biotecnólogo
730600	731640	que tiene experiencia
731640	732260	en biotech
732260	733120	con informática,
733800	734460	ya se puede armar
734460	735100	un equipito.
735780	735880	¿Ya?
738520	739040	Tú,
739040	739960	el de Abrigo,
739960	740180	hola.
741540	742640	¿Puedes presentar?
742640	745180	Hola,
745280	745660	mi nombre es
745660	746460	Rodrigo Valenzuela,
746600	747540	soy ingeniero comercial,
748860	749980	me titulé recientemente,
750080	750300	de hecho,
750360	751540	mi titulación fue este año,
751780	753000	este es mi primer magíster,
754260	755560	lo hice en inteligencia artificial
755560	756820	porque yo también hice
756820	757340	mi tesis
757340	758680	en el pisco chileno,
759580	760620	el uso de inteligencia artificial
760620	761240	en la producción
761240	761900	del pisco,
762580	763200	y bueno,
763280	764260	actualmente estoy trabajando
764260	765940	en la pyme
765940	766660	de mi familia,
767080	768240	que es de transporte,
768300	768840	de anuanza,
769400	770180	hace mucho tiempo
770180	771080	y estoy también
771080	772160	viendo la posibilidad
772160	772620	de
772640	773820	aplicar inteligencia artificial
773820	774840	al transporte,
774900	776260	así como lo estudié
776260	777000	en el pisco chileno.
777560	778040	Excelente.
778740	780180	La idea para este curso
780180	781240	es que apliques,
781600	782160	entre comillas,
782480	783100	inteligencia artificial,
783720	784660	pero con imágenes.
785780	786940	Eso es visión artificial,
787100	787200	¿ok?
787760	788640	Con imágenes,
788740	789920	o sea que tus datos
789920	790560	son imágenes.
792260	792360	Ya,
792360	792620	a ver,
792900	794320	vamos a los de online
794320	796220	para que no se queden dormidos.
796360	796760	Rodrigo,
796840	797140	Roland,
799520	800040	¿estás ahí?
801440	801880	Sí,
801960	802260	por acá.
803060	803280	Dale,
803760	804720	te voy a presentar
804720	806000	en tres minutos.
806860	807080	Sí,
807240	807780	bueno,
807880	808320	mi nombre es
808320	808940	Rodrigo Roland,
809180	811560	soy dueño
811560	813400	de una consultora
813400	814220	de tecnología,
814700	815240	tenemos
815240	816640	170 personas,
817280	817800	más o menos,
818480	819180	entre Chile,
819600	820180	Perú y Colombia.
821040	821540	La verdad,
821640	822080	nosotros somos
822080	823020	más especialistas
823020	823840	en temas de
823840	824580	automatización
824580	825280	de procesos,
825340	825820	RPA
825820	826380	y ese tipo
826380	826840	de cuestiones,
826840	828120	y estamos
828120	829560	incorporando
829560	830100	tecnología
830100	830720	de inteligencia
830720	831600	artificial recién
831600	832800	en nuestros proyectos.
834580	835060	Excelente,
835140	836080	¿hay algo con imágenes
836080	836980	o solo con
836980	838460	proceso?
839240	839820	Por ahora
839820	840800	nada con imágenes.
841800	841960	Ya,
842520	843300	ahora...
843300	844100	Lo más cercano
844100	844580	a imágenes
844580	845740	es reconocimiento
845740	846320	de carácter
846320	846880	y después
846880	847940	procesamiento
847940	848660	del lenguaje natural.
850220	850740	Eso,
850740	852740	perfecto.
853960	854060	Ya,
854420	855820	Samuel Guesel.
861220	862220	O...
862220	864240	Jorge Speaker Pro.
864480	865440	Aquí está,
865600	866640	está poniéndole el audio.
866680	866840	Vaya,
866920	867060	dale,
867140	867300	Samuel,
867420	867560	dale.
868720	869040	Buenas,
869300	870160	yo soy
870160	871280	lab manager
871280	872280	en el laboratorio
872280	872700	de física
872700	874040	de la misma
874040	874600	universidad.
876040	876560	Yo,
876660	876920	la verdad,
877140	877520	buscaba
877520	879140	la ayuda
879140	880540	con el curso
880540	881300	porque necesitaba
881300	881800	algo que estuviera
881800	882720	un poco más ordenado.
883260	883800	Yo cuando estudié
883800	884300	al principio
884300	885260	era físico
885260	886680	y la verdad
886680	887060	es que ya
887060	887940	al final del título
887940	888780	como que tenía acceso
888780	889800	a toda la información
889800	890560	a través del internet.
891400	891940	Creo que lo mismo
891940	892740	pasa con la inteligencia
892740	893300	artificial ahora
893300	894220	pero se crea
894220	894920	mucha información
894920	895920	redundante y basura.
896280	896460	Entonces,
896660	897460	tener cierta guía
897460	898960	siempre me motiva
898960	899440	un poco más.
900180	900820	Además de seguir
900820	902120	en la misma universidad
902120	902700	como académico.
903900	904300	¿Y tú,
904600	905840	cuál es tu investigación
905840	906480	en el lab?
908540	909780	Yo no investigo,
909780	911560	del laboratorio
911560	912200	para ingenieros.
912820	913460	Vemos los principios
913460	914240	de termodinámica,
914640	915360	mecánica
915360	916780	y termodinámica.
917960	918520	Perfecto.
919200	919480	Ah,
919520	920100	ya entiendo.
922300	923140	¿Y trabajan
923140	923900	con imágenes o no?
926540	927060	Trabajamos
927060	927580	con,
927780	928600	¿cómo se llama?
928760	929440	Proceso
929440	930040	de
930040	931760	obtener
931760	932400	las velocidades
932400	933060	y aceleración
933060	933580	de cada uno.
933840	934240	Ya tenemos
934240	935700	el software
935700	936480	que hace eso,
937080	937600	pero en realidad
937600	938300	hacer algo
938300	939720	que en el proceso
939720	940400	pueda decirle
940400	940840	a los alumnos
940840	941640	cómo montarlo
941640	942480	sería bastante más útil
942480	943880	porque hasta ahora
943880	945020	para mí por lo menos
945020	946040	es solo que ellos
946040	946680	sacan fotos
946680	947840	y les tiran números
947840	949320	pero sin el conocimiento
949320	950020	de lo que está pasando
950020	950680	internamente
950680	952180	es muy mecanizado
952180	952940	para un ingeniero
952940	953380	por lo menos.
953380	955760	Perfecto.
957280	957680	Perfecto.
959380	959780	Ya,
959980	960660	gracias Samuel.
962440	963220	Sigamos un poco,
963380	963920	les voy a contar
963920	964820	un poco mi historia
964820	965760	así cortita
965760	966540	para que entiendan
966540	967020	los proyectos
967020	967840	que les voy a después
967840	968300	lanzar
968300	968680	y los proyectos
968680	969080	que ustedes
969080	970480	motivarlos
970480	971080	para que los proyectos
971080	971800	que ustedes hagan
971800	972140	nosotros
972140	973640	lo hagamos en conjunto
973640	974760	como profesor
974760	975820	y equipo
975820	977160	ya sea
977160	978280	para datos de ustedes,
978680	979720	cosas personales,
980140	980580	pymes,
980760	981080	lo que sea.
981080	982060	me encanta
982060	983760	armar proyectos
983760	984700	ahora en la área
984700	985480	de Computer Vision
985480	987900	pasándole mi experiencia
987900	988480	a ustedes
988480	990000	y con repositores
990000	990240	de modelo
990240	991080	que yo ya tengo
991080	992200	y con mi equipo
992200	993080	de informáticos
993080	993860	hagamos
993860	996080	pequeños objetivos
996080	997160	que pueden ser
997160	998320	más bien personalizados.
998440	998820	Esto es como
998820	999340	para la idea
999340	1000060	de tener una educación
1000060	1001160	más personalizada.
1001440	1001580	Entonces,
1001900	1002460	algunos proyectos
1002460	1003120	van a ser quizá
1003120	1004300	insertar imágenes
1004300	1006000	en una compañía
1006000	1006800	de buses
1006800	1007440	y quizá
1007440	1008120	va a ser solamente
1008120	1009340	pensar en layout
1009340	1010460	y en otra tarea
1010460	1010820	va a ser
1010820	1012140	quizá segmentar
1012140	1012860	por otro
1012860	1013900	en una máquina.
1014200	1014360	No sé.
1014800	1015860	Eso es lo entretenido.
1017360	1017540	Bueno,
1017740	1019520	yo tengo cuatro hijas
1019520	1020160	así que
1020160	1021160	por eso que estoy
1021160	1022360	muy desgarrado
1022360	1023300	porque tanto correr
1023300	1023960	para allá y para acá.
1025640	1027000	Ahí estoy en Estados Unidos.
1027940	1028940	Vivimos siete años allá
1028940	1030580	de los cuales
1030580	1032000	nacieron tres allá
1032000	1033140	y una en Chile.
1034480	1035440	He recorrido
1035440	1036180	hartas cosas.
1036500	1036700	Yo
1036700	1038720	tuve 25 años
1038720	1039560	en el Ejército de Chile.
1039560	1041300	me acabo de retirar
1041300	1041740	en marzo
1041740	1042140	de este año
1042140	1044720	y de esos 25 años
1044720	1045220	estuve
1045220	1047500	en comisión de servicio
1047500	1048400	haciendo magíster
1048400	1049520	en diseño de productos.
1050520	1051220	Después hice un magíster
1051220	1052060	en robótica.
1053340	1054040	Formé un centro
1054040	1054780	de simulación
1054780	1055420	para el Ejército
1055420	1057000	en polígonos de tines virtuales,
1057300	1058320	simuladores de vuelo,
1059280	1060000	que tiene mucho que ver
1060000	1060700	con computer vision,
1062160	1062940	computer graphics.
1062940	1065680	y después
1065680	1068000	me jubilé,
1068100	1068580	entre comillas,
1068660	1069520	me fui a
1069520	1070860	Carnegie Mellon
1070860	1072100	y me estuve cinco años
1072100	1072760	en un doctorado.
1074180	1074660	Específicamente
1074660	1075500	en robotics.
1076300	1077120	Y dentro de robotics
1077120	1078040	me especialicé
1078040	1079260	en tareas
1079260	1079940	de computer vision
1079940	1080720	y cómo insertar
1080720	1081440	computer vision
1081440	1082140	en la industria.
1082880	1083240	Es un poco
1083240	1084000	mi expertise.
1084000	1085660	Por eso es que
1085660	1086540	el curso
1086540	1087340	lo apunto para allá.
1087760	1088600	Porque es lo que más sé.
1088660	1088800	Entonces,
1088940	1089580	es mi cerco,
1089700	1090420	pero creo que
1090420	1092300	es lo más fácil
1092300	1093080	para que ustedes
1093080	1093740	aprendan
1093740	1096440	a base de un proyecto.
1097820	1098880	Y después de eso,
1098980	1099120	bueno,
1099220	1100140	regresé al Ejército,
1100240	1100820	al medio laboratorio
1100820	1101440	de IAPA
1101440	1101940	al Ejército.
1102600	1103840	Trabajé con imágenes,
1103980	1104320	por ejemplo,
1104480	1105540	visores nocturnos,
1106060	1106940	francotiradores,
1107280	1107980	hice otras cosas.
1108700	1109480	No se los puedo contar
1109480	1110940	porque estoy grabado.
1112000	1112120	No,
1112300	1113980	hice otras cosas de IAPA
1113980	1115240	y desde este año
1115240	1116100	armé un laboratorio
1116100	1116880	en la UAI
1116880	1118000	que se llama Scale AI
1118000	1120360	y somos
1120360	1121840	cuatro o cinco personas
1121840	1122300	que estamos
1122300	1123140	haciendo cosas
1123140	1123960	en robótica,
1124480	1125120	computer vision
1125120	1125960	y modelos de lenguaje.
1126600	1126660	¿Ok?
1127560	1128060	Eso es un poco.
1128180	1128340	Entonces,
1128480	1129060	siempre he estado
1129060	1130600	como en el área
1130600	1131680	de diseño de sistemas.
1132400	1132760	Soy ingeniero
1132760	1133700	de sistemas de profesión.
1134240	1134660	Después tuve
1134660	1135400	decidido mecánica,
1135520	1136340	pero sistemas
1136340	1137400	fue mi primer
1137400	1137920	pregrado.
1139000	1139520	Me le he metido
1139520	1140720	siempre a su tecnología
1140720	1143520	y negocio,
1143600	1143960	emprendimiento,
1143980	1146280	aplicaciones,
1146520	1146700	etc.
1147460	1147660	¿Ok?
1148180	1149460	¿Proyecto en que he participado?
1149680	1150080	Básicamente
1150080	1151660	en estas cinco áreas.
1152420	1152980	Simulación,
1153180	1154060	realidad virtual,
1155520	1156640	simuladores de tiro,
1156840	1157460	simuladores de vuelo,
1157540	1158500	simuladores de emergencia,
1159240	1160080	diseño de sistemas
1160080	1161560	como
1161560	1163140	System Integration,
1163400	1163540	o sea,
1163600	1164500	cómo integrar sistemas
1164500	1165440	complejos.
1166560	1167040	Robótica,
1167140	1168600	trabajé con perros robóticos
1168600	1169280	y con drones,
1169740	1170180	pero básicamente
1170180	1170880	el algoritmo
1170880	1171440	y la novedad
1171440	1172480	estaba en la imagen.
1172480	1174200	son algoritmos
1174200	1174860	de Computer Vision
1174860	1175820	puestos en una
1175820	1176880	plataforma robótica,
1177780	1179580	pero la investigación
1179580	1181060	está en el
1181060	1182000	algoritmo de Computer Vision,
1182360	1183280	no en la navegación.
1184880	1185320	He trabajado
1185320	1185700	en modelos
1185700	1186220	tradicionales
1186220	1186880	de Machine Learning
1186880	1187900	y he hecho
1187900	1188340	apps,
1188500	1188660	etc.
1188660	1192000	Todo empezó
1192000	1194640	el 2012,
1194980	1196220	yo era un joven
1196220	1197000	capitán,
1197640	1199580	me gané un premio
1199580	1200800	para irme a hacer
1200800	1201320	un magíster
1201320	1201960	a Estados Unidos
1201960	1203800	y después de que
1203800	1204380	haya estudiado
1204380	1205400	cinco años
1205400	1206180	de ingeniería de sistemas,
1206440	1207460	pensé que no me servía
1207460	1207780	para nada,
1208560	1209040	nadie estudia
1209040	1209620	de ingeniería de sistemas
1209620	1210180	en Chile,
1210740	1211260	muy poco
1211260	1211960	en Estados Unidos,
1213440	1214220	casi nada
1214220	1214880	en Sudamérica,
1215240	1215400	no sé,
1215520	1216060	¿hay alguien de acá
1216060	1217060	que no sea chileno?
1217060	1217460	¿No?
1218660	1219120	¿De qué país?
1220080	1220520	Brasil.
1221100	1221700	En Brasil,
1221900	1222080	bueno,
1222160	1222880	en Brasil debido
1222880	1223640	a la conexión
1223640	1225020	industria-academia
1225020	1225840	se ocupa mucho
1225840	1226500	de ingeniería de sistemas,
1226940	1227960	según mi conocimiento.
1228460	1228700	¿Por qué?
1228740	1229440	Porque es un marco
1229440	1230860	de estudio común
1230860	1232260	para estandarizar proyectos.
1233800	1234460	Y me di cuenta
1234460	1236000	que el primer proyecto
1236000	1236360	que tenía
1236360	1237360	era hacer un juego
1237360	1237880	rápido,
1238340	1238920	todos los cursos
1238920	1239500	en Carnegie Mellon
1239500	1240640	son basados
1240640	1241340	en proyectos
1241340	1242940	y un juego rápido
1242940	1243500	de luces,
1244140	1244480	de un poquito
1244480	1245060	mecatrónica,
1245160	1246120	un Arduino fácil,
1247120	1248000	fue completamente
1248000	1248520	hecho con
1248520	1249240	ingeniería de sistemas.
1250060	1250240	O sea,
1250720	1251480	la ingeniería de sistemas
1251480	1253460	es la columna vertebral
1253460	1254260	de los proyectos
1254260	1254860	de investigación,
1255340	1255600	por lo menos
1255600	1256160	en Estados Unidos,
1257120	1258160	por diferentes motivos.
1258760	1259320	Un motivo
1259320	1260820	es que
1260820	1262220	el 80%
1262220	1262780	de los proyectos
1262780	1263760	están vinculados
1263760	1264300	al Departamento
1264300	1264820	de Defensa,
1266240	1267240	a DARPA,
1267700	1268220	a NASA,
1269060	1269640	a Navy,
1269940	1270700	a Air Force,
1271240	1271880	y todos ellos,
1272000	1272940	su estructura de trabajo
1272940	1273820	es ingeniería de sistemas.
1273820	1275320	requerimientos
1275320	1275940	de alto nivel,
1276180	1276720	stakeholders,
1277260	1277820	ese lenguaje,
1278460	1280040	definir restricciones,
1280180	1281120	especificaciones técnicas
1281120	1281980	y todo eso.
1283260	1283640	Y me di cuenta
1283640	1284100	que para hacer
1284100	1285060	cualquier producto
1285060	1285900	me servía
1285900	1286620	todo lo que había
1286620	1287380	estudiado
1287380	1288280	y pensé
1288280	1289180	que nunca lo había
1289180	1289500	ocupar.
1291200	1291980	Después de eso,
1292740	1297760	todo el 2012,
1299100	1299780	por eso el ruido.
1303480	1304120	Después de eso,
1304160	1304720	hice un proyecto
1304720	1305320	para hacer
1305320	1306440	un brazo robótico
1306440	1307760	que jugar a Yenga.
1309880	1310280	Y básicamente
1310280	1311820	era un pequeño
1311820	1314220	funcionador
1314220	1314820	puesto en una
1314820	1315680	plataforma robótica
1315680	1316100	que se llama
1316100	1316860	Delta,
1317380	1318180	Delta Platform,
1318340	1319000	plataforma Delta
1319000	1319820	que tiene tres puntos
1319820	1322680	y con un algoritmo
1322680	1323420	de computer vision
1323420	1324000	tradicional
1324000	1324800	detectaba
1324800	1326060	el cubo
1326060	1327660	por funcionar.
1328280	1328960	Lo tomaba,
1330460	1330920	por ahí sale.
1330920	1336320	Un cilindro
1336320	1336800	neumático,
1336900	1337060	¿cierto?
1337660	1337860	No,
1337960	1338220	perdón.
1338920	1339260	No,
1339260	1339640	perdón.
1339780	1339860	Sí.
1341140	1341340	Ah.
