start	end	text
553640	555920	Sí, lo que pasa es que, a ver,
556000	556780	en este, en este,
556960	559120	el número de primitivas que les mostré
559120	561260	no es el número,
562960	563840	es uno, como les dije,
563920	564560	no es taxativo,
564680	565620	existen más primitivas.
565780	567220	Entonces, tú estás utilizando
567220	568440	algunas que son más genéricas,
568540	569660	podríamos definir,
569740	571320	o en el mecanismo se podrían definir
571320	573560	primitivas que son más específicas
573560	575020	y que nos sirven mejor
575020	576720	para representar esta situación
576720	577620	que es bien específica,
577700	580160	pero el espíritu de representación
580160	580840	está correcto.
581080	582040	Después, en estas dos,
582100	583400	¿qué estás representando acá, Sergio?
583400	589600	Bueno, después que el fondo,
589900	591400	el 9 que toma el automóvil...
593920	597360	Sí, el delincuente se apodera del automóvil,
597440	598420	en el fondo.
601120	602580	Y después, en el fondo,
603360	605080	que sella el automóvil
605080	606400	y lo último ya es que se traslada,
608660	610240	digamos, a la educación.
610240	613040	Claro, o sea que el delincuente
613040	616480	ya en el automóvil,
616640	616840	¿cierto?
619560	621140	Toma posesión de él
621140	621740	y finalmente
621740	624900	el automóvil se aleja
624900	626940	de la situación.
627120	627580	Entonces, claro,
627700	628560	si Dios quisiera...
628560	630240	Tu representación está correcta,
630240	633740	si bien probablemente
633740	634960	lo que necesitaríamos acá
634960	635560	es introducir
635560	638020	primitivas de acción
638020	639480	más específicas
639480	641240	que me den...
641240	643340	que me representen,
643400	643580	digamos,
643660	645240	la situación un poco más...
646840	650200	Hay cosas que están aquí
650200	651240	subrepresentadas,
651340	652240	que no están siendo representadas
652240	654400	por falta de esas mismas
654400	655460	primitivas,
655560	656240	entonces...
656820	657420	Al final,
657560	658580	¿cómo es las que habían
658580	659940	en la clase?
660900	661520	Exacto, sí.
661760	662780	¿Pueden crear más
662780	664240	o existen otras...?
665240	665460	Sí,
665680	666680	en realidad el usuario
666680	667100	como tal
667100	667900	no puede crear nuevas,
668000	669820	pero en el mismo formalismo,
669920	670160	digamos,
670580	671240	hay que...
672240	673720	hay que poder definirlas
673720	674300	para que después
674300	675000	se puedan usar
675000	675780	en distintos tipos
675780	676440	de situaciones.
676560	677280	Y aquí, finalmente,
677520	678760	lo que nos da Sergio
678760	680960	es un resumen
680960	681800	de las primitivas
681800	683100	de acción que ocupó.
683340	683440	¿Ok?
686260	686780	Ok.
687200	688340	Como yo les dije,
688600	689820	esto es...
689820	691500	Esto es una representación
691500	693140	usando frames y scripts
693140	694580	que no están basados
694580	695200	en lógica.
695360	695580	¿Ok?
695640	696020	Entonces,
696220	697020	muchas gracias, Sergio,
697120	698980	por haberte tomado
698980	699840	el tiempo de hacer esto.
700500	701800	Y lo que vamos a hacer ahora
701800	702800	es vamos...
704800	705900	a ir...
705900	706260	¿No sé?
706720	707160	¿Sí?
707160	708580	Disculpe,
708660	709600	antes de que cambie
709600	710480	ahí el tema,
710600	711820	¿existen más primitivas
711820	712320	de acción
712320	713720	o esas son las únicas...?
713720	713900	No,
714020	714680	existen más,
714740	714840	sí,
714880	715340	por supuesto.
716280	716820	Y dependiendo,
716940	718540	porque no hay un mecanismo
718540	718980	de frames,
719120	720400	hay varios formalismos,
720460	720880	solo que,
721620	723220	como les decía yo,
724180	725920	se pueden aplicar,
726460	727280	pero no están basados
727280	727880	en lógica,
728000	728220	¿ok?
728300	728680	Entonces,
728900	729600	han caído un poco
729600	730220	en desuso
730220	732860	para representación
732860	733440	de conocimientos.
733600	734620	Tuvieron mucha aplicación
734620	736580	en los 70,
736580	738480	80 y 90,
739480	740120	y con la excepción
740120	740560	de Siri,
740640	741820	que se aplicó incluso
741820	742540	con una versión
742540	743500	bien específica,
743760	744860	las primitivas ahí
744860	748540	eran bien diseñadas
748540	749680	para el dominio
749680	750200	de aplicación,
750300	750940	que era buscar
750940	752620	búsqueda de información
752620	753980	sobre restaurantes
753980	754380	en una ciudad,
754480	755220	en este caso,
755300	755760	San José,
755840	756920	al sur de Silicon Valley.
757080	757280	Entonces,
757440	758960	estaban súper bien
758960	759660	especificadas
759660	761000	y eran bastantes,
761120	762120	entonces me ayudaban
762120	762940	a poder representar
762940	764920	cualquier situación
764920	765700	en ese ámbito,
765780	766500	pero si yo me salía
766500	766860	de ámbito
766860	767360	y les decía,
767520	769200	ahora implementa
769200	769860	el portonazo,
769940	770320	por ejemplo,
770440	771240	no iban a funcionar
771240	771700	porque no estaban
771700	772560	diseñados para eso,
772660	772920	¿ok?
774500	774900	Ok.
776940	777340	Bien,
777420	778160	no sé si están viendo
778160	778740	el archivo
778740	779660	que les estoy compartiendo
779660	779940	ahora.
781660	781880	Sí,
781920	782360	sí se ve.
782780	782960	Sí,
783000	783360	profesor,
783460	783500	se ve.
783800	783920	Sí.
784160	784460	Ok,
784680	785300	entonces miren,
785480	788200	para los que lo quieran
788200	788780	hacer después,
788900	789780	yo les di una serie
789780	790700	de instrucciones acá,
790960	791180	esto,
791800	791960	a ver,
792020	792760	la ventaja de esto
792760	794460	es que es código abierto,
795080	795300	¿ok?
795340	795760	Entonces,
796400	797260	no hay licencias
797260	797740	que pagar,
798100	798880	es muy distinto
798880	800840	a otros formalismos
800840	801440	de representación
801440	801960	de conocimiento
801960	803080	que son propietarios,
803240	804520	no son de código abierto,
805540	806260	hay que pagar
806260	809280	o licencias
809280	809980	o bien pagar
809980	810940	un alquiler,
811140	811780	como en el caso
811780	813240	de algunos LLMs
813240	814540	que te obligan
814540	815140	a pagar
815140	815840	una cierta cantidad,
815940	816620	pero en este caso,
817280	818080	la gran ventaja
818080	818520	es que
818520	820020	es un
820020	822440	lenguaje,
822800	823500	una implementación
823500	824040	de Prolog,
824640	825260	en particular
825260	826260	que es de código abierto,
826360	826940	porque hay varias,
827080	828200	pero esta en particular
828200	829340	es de código abierto,
829440	830340	así que los que tengan interés
830340	831040	lo pueden bajar
831040	831680	y lo pueden
831680	835400	comenzar a utilizar.
835540	836300	Lo que vamos a hacer
836300	837200	es,
837340	838420	y ya lo tengo instalado,
839600	840580	así que vamos a ir
840580	841600	siguiendo un poco
841600	844920	estas instrucciones
844920	846620	y vamos a ir explicando
846620	846900	un poco
846900	847800	en qué consiste esto.
847880	848020	Ahora,
848020	850560	el Prolog es un lenguaje
850560	851240	muy ocupado
851240	852000	en representación
852000	852920	de conocimiento
852920	853600	porque fue una
853600	854140	de las primeras
854140	855460	implementaciones
855460	856140	robustas
856140	856960	de lógica
856960	857500	de predicado
857500	858180	a primer orden,
858720	859960	que fue un formalismo
859960	860360	que vimos
860360	862180	en la segunda clase,
862560	863400	la clase de la semana
863400	863900	pasada,
865120	865640	y es,
866640	867280	ha tenido
867280	868860	innumerables aplicaciones
868860	869920	en inteligencia artificial,
870460	871220	en varios dominios
871220	871780	de aplicación,
871900	872340	en particular
872340	873720	en el procesamiento
873720	874540	del lenguaje natural,
874760	874980	¿ok?
876440	877520	Y lo que vamos
877520	877960	a explicar
877960	878740	es cómo funciona
878740	878940	esto,
879020	879500	porque hasta ahora
879500	880140	yo les he hablado
880140	880740	los lenguajes
880740	881500	de representación,
881640	881940	les he hablado
881940	882460	los sistemas
882460	883100	de representación,
883200	883940	pero de alguna manera
883940	884560	no lo hemos
884560	887860	sentido en carne propia
887860	888620	porque no lo hemos
888620	889000	aplicado,
889060	889660	porque no teníamos
889660	890480	una implementación
890480	891120	propiamente tal
891120	891860	para poder hacerlo.
891980	892240	Entonces,
892640	893540	el propósito
893540	894280	de la primera parte
894280	895140	de la clase
895140	895740	es justamente
895740	896340	hacer eso.
896760	897420	Y a la luz
897420	898140	de lo que vamos
898140	898520	a hacer,
898560	898960	los ejercicios
898960	899280	que vamos
899280	899660	a hacer,
900160	901200	explicar los conceptos
901200	901680	y ahí les va
901680	902100	a quedar mucho
902100	902540	más claro,
902740	902960	¿ok?
904200	904600	Entonces,
905600	907840	yo voy a ir,
910520	911880	tengo que salir
911880	912160	de acá,
912260	912580	lo primero
912580	912960	que vamos
912960	913400	a hacer
913400	914400	es un poco
914400	916240	ver cómo
916240	916860	funciona
916860	918840	este mecanismo
918840	919500	de representación
919500	920340	de conocimientos
920340	921400	a la luz
921400	921720	de cosas
921720	922400	súper básicas
922400	922800	que vamos
922800	923420	a ir explicando.
923520	923740	Entonces,
923840	924660	les voy a compartir
924660	929580	la aplicación
929580	930040	de Prolog
930040	931760	propiamente tal,
931920	932160	¿ok?
933720	934540	Vamos a ver.
952800	953520	Ok,
953600	954140	¿qué están viendo
954140	954360	allí?
956480	957380	Una consola.
958040	958860	Una consola.
958940	959260	Aquí estamos
959260	959840	en la consola,
959920	960360	yo ya lo tengo
960360	960940	instalado
960940	964920	y en el fondo
964920	966900	en Prolog
966900	967660	lo que yo hago
967660	968720	en esta consola
968720	970080	voy a ir
970080	971260	ingresando
971260	972180	ciertas expresiones
972180	972820	en Prolog
972820	974360	y vamos
974360	974820	a ver
974820	976880	el juego
976880	977260	entre
977260	978480	esta consola
978480	979040	en donde yo
979040	979640	voy a
979640	981080	ingresar
981080	982720	en el lenguaje
982720	983440	de representación
983440	984180	de conocimiento
984180	984600	que es
984600	985120	lógica
985120	985680	de predicado
985680	986320	a primer orden
986320	988060	voy a ir
988060	988420	ingresando
988420	988960	expresiones
988960	989340	y vamos
989340	989700	a ver
989700	990160	después
990160	991640	la interacción
991640	992680	entre esta consola
992680	993180	en donde están
993180	994340	las expresiones
994340	995900	en el lenguaje
995900	996680	de representación
996680	997360	de conocimientos
997360	998020	propiamente tal
998020	998540	que es Prolog
998540	1000080	y qué efectos
1000080	1000920	está teniendo
1000920	1001540	en el sistema
1001540	1002060	en la base
1002060	1002680	de conocimientos
1002680	1003640	propiamente tal
1003640	1004280	y en el sistema
1004280	1004920	de representación
1004920	1005560	de conocimientos.
1005720	1005900	Entonces,
1006040	1006400	vamos a partir
1006400	1006900	con cosas
1006900	1008520	bien básicas
1008520	1010360	como por ejemplo
1010360	1015920	una expresión
1015920	1021340	como la siguiente
1021340	1023240	¿ok?
1023380	1023680	Miren,
1023900	1024660	en Prolog
1024660	1025280	generalmente
1025280	1025940	el prompt
1025940	1027400	es lo que aparece
1027400	1028040	para antes
1028040	1028740	justo de que yo
1028740	1029760	ingrese
1029760	1030220	las expresiones
1030220	1030800	siempre con
1030800	1031220	un signo
1031220	1032380	de interrogación
1032380	1033640	y el guión
1033640	1034060	medio
1034060	1035060	¿no?
1035320	1036140	Y las expresiones
1036140	1038020	siempre se ingresan
1038020	1038560	usando
1038560	1039420	el lenguaje
1039420	1040120	de representación
1040120	1040900	de conocimientos
1040900	1041740	y finalizan
1041740	1042420	con un punto
1042420	1044760	Entonces,
1044880	1045540	¿qué está simbolizado?
1045660	1045840	A ver,
1045960	1046440	esto es
1046440	1047720	prácticamente
1047720	1048700	todo el mundo
1048700	1049160	lo va a entender
1049160	1050020	porque es
1050020	1051180	igual como lo aprendemos
1051180	1051840	en matemáticas
1051840	1053060	¿qué está indicando esto?
1053060	1058700	¿Qué es 5
1058700	1059460	menor que 4?
1060100	1060920	¿Qué es 5
1060920	1061840	mayor a 4?
1063000	1063580	O sea,
1063660	1064360	menor a 4
1064360	1066020	¿X menos 5?
1066180	1066260	¿No?
1066740	1066980	Sí,
1067140	1068800	5 menor que 4
1068800	1070740	Ok,
1071260	1072240	yo le di retorno
1072240	1073040	de carro a esto
1073040	1074060	después del punto
1074060	1074820	y me indica
1074820	1075420	que es falso
1075420	1075820	porque
1075820	1077460	recuerden
1077460	1078840	que esto es
1078840	1081040	lo pueden pensar
1081040	1081700	como si fuese
1081700	1082140	un lenguaje
1082140	1082920	de representación
1082920	1083880	de conocimientos
1083880	1084300	obviamente
1084300	1085300	porque eso es lo que es
1085300	1086000	pero piénsenlo
1086000	1086740	como un programa
1086740	1091080	como una sentencia
1091080	1091540	en un lenguaje
1091540	1092060	de programación
1092060	1092500	cualquiera
1092500	1093120	que en este caso
1093120	1093560	es un lenguaje
1093560	1094660	de programación
1094660	1095200	lógica
1095200	1096640	que corresponda
1096640	1097760	a una expresión
1097760	1098880	en lenguaje natural
1098880	1099440	entonces esto
1099440	1100420	es una expresión
1100420	1101820	aritmética
1101820	1102900	en prolog
1102900	1104440	y es falsa
1104440	1105240	porque no se cumple
1105240	1105800	la premisa
1105800	1106300	¿ok?
1106500	1107240	¿estamos de acuerdo?
1110180	1110660	Sí,
1110840	1111400	profesor
1111400	1111900	Sí
1111900	1113240	que en la guía
1113240	1114320	número uno
1114320	1114760	la pregunta
1114760	1115240	es ¿por qué
1115240	1116080	la siguiente expresión
1116080	1117020	es verdadera?
1120340	1120560	Ah,
1120600	1120920	perdón
1120920	1123020	debe decir
1123020	1124380	es falsa
1124380	1125120	Gracias
1125120	1126580	por la salvedad
1126580	1130100	Gracias por la salvedad
1130100	1130340	¿ok?
1132020	1132460	Ok,
1132560	1132960	vamos a ir
1132960	1133480	a la siguiente
1133480	1136040	Yo estoy siguiendo
1136040	1136440	el PDF
1136440	1137580	así que si lo tienen abierto
1137580	1138600	lo pueden ir leyendo
1138600	1138980	allí también
1138980	1140120	la siguiente expresión
1140120	1144120	es una
1144120	1144880	vamos a ir
1144880	1146040	cosas súper básicas
1146040	1146420	vamos a partir
1146420	1147000	lo más básico
1147000	1147780	lo más complejo
1147780	1149400	Ok,
1149480	1150260	¿qué representa esto?
1150340	1151300	Fíjense que es un símbolo
1151300	1152180	dos iguales
1152180	1152960	dos iguales
1152960	1154660	no sé si alguien lo conoce
1154660	1154880	esto
1154880	1155840	a ver los informáticos
1155840	1156980	¿qué está representando esto?
1159440	1159640	Sí
1159640	1161080	uno solo es igual
1161080	1162160	y dos son idénticos
1162160	1163700	Ok,
1163800	1164720	esto es una comparación
1164720	1165900	a nivel de caracteres
1165900	1166700	no de los valores
1166700	1167880	¿correcto?
1167960	1168400	Por lo tanto
1168400	1169460	esto debería ser correcto
1169460	1169640	¿o no?
1172060	1172500	Sí
1172500	1173100	Sí
1173100	1173500	Sí
1173500	1177680	Ok
1177680	1178800	Ok
1178800	1180340	¿es correcto?
1180360	1181400	porque está comparando
1181400	1182420	a nivel de un string
1182420	1183320	todos saben
1183320	1184640	lo que es un string
1184640	1185300	de caracteres
1185300	1185520	¿o no?
1186780	1187200	Sí
1187200	1187780	No
1187780	1190380	¿Quién dijo no?
1191180	1191540	Yo
1191540	1192860	Paula Milanesi
1192860	1194260	Paula,
1194260	1194540	mira,
1194700	1195700	cuando tú tienes
1195700	1196900	una comparación
1196900	1198460	un string
1198460	1199300	de caracteres
1199300	1200620	son en el fondo
1200620	1202040	una secuencia
1202040	1203620	de caracteres
1203620	1204180	que pueden ser
1204180	1205400	alfanuméricos
1205400	1206000	pueden ser
1206000	1207620	de distinto tipo
1207620	1207960	los caracteres
1207960	1208720	pueden ser números
1208720	1209560	pueden ser letras
1209560	1210760	pueden ser símbolos
1210760	1211540	como el arroba
1211540	1212560	el signo exclamación
1212560	1214000	y eso cuando tienes
1214000	1214720	una secuencia
1214720	1215180	de eso
1215180	1215940	eso es un string
1215940	1216660	de caracteres
1216660	1217280	¿se entiende?
1217280	1218500	Sí
1218500	1219160	Sí
1219160	1220060	Por ejemplo
1220060	1221360	cuando te piden
1221360	1222280	que tú crees
1222280	1223060	una password
1223060	1226100	en una aplicación
1226100	1226540	cualquiera
1226540	1227360	tú lo que haces
1227360	1227820	es ingresar
1227820	1228160	una string
1228160	1228760	de caracteres
1228760	1229300	y finalmente
1229300	1230400	te piden ciertas reglas
1230400	1230740	que tengan
1230740	1231400	cierto número
1231400	1232240	de caracteres
1232240	1233420	que involucre
1233420	1234580	números
1234580	1235320	letras
1235320	1236060	mayúsculas
1236060	1236820	y minúsculas
1236820	1237380	etcétera
1237380	1238120	hay distintas reglas
1238120	1238800	eso es una string
1238800	1239460	de caracteres
1239460	1240000	¿ok Paula?
1241900	1242400	Sí
1242400	1242980	profesor
1242980	1243440	gracias
1243440	1248440	Bueno
1248440	1249320	en este caso
1249320	1249940	es más
1249940	1250560	no está
1250560	1252060	evidente
1252060	1253180	porque son números
1253180	1254100	pero uno podría
1254100	1254680	alguien se podría
1254680	1255500	un poco confundir
1255500	1255740	y decir
1255740	1256480	claro acá
1256480	1258920	el 5 igual al 5
1258920	1259640	porque tiene el valor
1259640	1261360	pero no son los valores
1261360	1262020	de la expresión
1262020	1262800	lo que estoy comparando
1262800	1263880	estoy comparando
1263880	1265060	la secuencia de caracteres
1265060	1266820	¿esto qué debería darme?
1268640	1269120	Verdadero
1269120	1270120	Verdadero
1270120	1273720	¿y por qué verdadero?
1276280	1277280	porque sintácticamente
1277280	1278200	son iguales
1278200	1278840	a ambos lados
1278840	1280600	ok
1280600	1283040	efectivamente
1283040	1283540	Isabel
1283540	1284980	es verdadero
1284980	1285400	porque está
1285400	1285860	comparando
1285860	1286200	una string
1286200	1286800	de caracteres
1286800	1287480	y los strings
1287480	1288080	de caracteres
1288080	1288740	del lado izquierdo
1288740	1289120	y derecho
1289120	1289840	son idénticos
1289840	1290240	¿sí o no?
1292840	1293520	correcto
1293520	1295640	ok
1295640	1300300	vamos a ir
1300300	1301400	a otra expresión
1301400	1308020	ok
1308020	1308620	esto
1308620	1311420	falso
1311420	1312460	falso
1312460	1315000	¿y por qué es falso esto?
1315420	1316060	porque no está
1316060	1316400	hablando
1316400	1316980	de elaboración
1316980	1317520	matemática
1317520	1317860	está
1317860	1318640	hablando
1318640	1319720	sintácticamente
1319720	1321860	ok
1321860	1322400	es falso
1322400	1323020	exactamente
1323020	1323460	entonces ustedes
1323460	1324380	están en lo correcto
1324380	1324640	¿por qué?
1324720	1325280	porque nuevamente
1325280	1326140	esto es una comparación
1326140	1326960	de caracteres
1326960	1328460	¿sí o no?
1329160	1330220	las expresiones
1330220	1330740	en términos
1330740	1331440	de los caracteres
1331440	1332140	que la componen
1332140	1332920	son evidentemente
1332920	1333420	distintas
1333420	1333820	si bien
1333820	1334760	aritméticamente
1334760	1335620	corresponden
1335620	1336620	si yo las evaluara
1336620	1338020	aritméticamente
1338020	1338560	me daría
1338560	1340340	la misma
1340340	1343140	debería ser
1343140	1343980	verdadero
1343980	1344600	y no falso
1344600	1345060	ok
1345060	1350080	ok
1350080	1350560	vamos a ir
1350560	1351360	a otra expresión
1351360	1358560	que es muy parecida
1358560	1359320	pero tiene una pequeña
1359320	1359820	diferencia
1359820	1362820	ok
1362820	1364860	esta expresión
1364860	1365640	es igual que la anterior
1365640	1365940	¿o no?
1367300	1367860	no
1367860	1368220	no
1368220	1370260	no es la diferencia
1370260	1373200	que esta calcula
1373200	1373480	primero
1373480	1374400	y después compara
1374400	1376840	compara valores
1376840	1378340	hace el cálculo
1378340	1379600	hace el cálculo
1379600	1380200	matemático
1380200	1382400	no compara
1382400	1382840	literal
1382840	1383760	ok
1383760	1384340	perfecto
1384340	1384680	y eso
1384680	1385440	es porque
1385440	1385900	el operador
1385900	1386420	es distinto
1386420	1386840	al anterior
1386840	1387200	¿cierto?
1388120	1388320	sí
1388320	1389620	miren
1389620	1390300	acá el operador
1390300	1391140	da dos signos
1391140	1391580	iguales
1391580	1392300	y acá el operador
1392300	1392680	son
1392680	1394800	dos signos
1394800	1395200	iguales
1395200	1395800	con dos puntos
1395800	1397720	al medio
1397720	1398320	y eso
1398320	1399460	efectivamente
1399460	1400020	debería estar
1400020	1400940	simbolizando eso
1400940	1404900	por lo tanto
1404900	1405640	¿cómo es la expresión
1405640	1405920	Inés?
1408120	1408520	ahí
1408520	1409440	esa es verdadera
1409440	1410620	y explícanos
1410620	1411380	por qué es verdadero
1411380	1414020	porque
1414020	1415260	ese operador
1415260	1416100	primero calcula
1416100	1416280	entonces
1416280	1417300	primero dice
1417300	1417840	a un lado
