start	end	text
795640	796940	Es fundamentalmente
796940	797260	Entre
797260	798740	Dispositivos
798740	799380	Inteligentes
799380	800020	Como puede ser
800020	800280	Un
800280	802060	Un laptop
802060	802760	O un
802760	804080	Un smartphone
804080	804520	¿Cierto?
804680	805320	Y humanos
805320	805860	El día de mañana
805860	806580	Esa interacción
806580	807300	Va a
807300	808860	Va a explotar
808860	809780	Porque cualquier cosa
809780	810400	Que esté conectada
810400	810760	A internet
810760	811620	Va a tener la posibilidad
811620	812040	De generar
812040	813140	Ese tipo de interacciones
813140	813520	¿Ok?
813900	814740	Y esos datos
814740	815840	La pregunta es
815840	816480	¿Dónde surge
816480	817240	El conocimiento
817240	818600	A través del paradigma
818600	819240	Subsimbólico?
819280	820000	Y eso es una pregunta
820000	820840	Que está abierta
820840	821100	Porque
821100	821960	En realidad
821960	823680	Es un gran desafío
823680	824140	El paradigma
824140	824880	Subsimbólico
824880	825280	Y ya con
825280	826520	ChartGPT 4.5
826520	827700	Se pretende
827700	828900	Cruzar un poco
828900	829460	Esa barrera
829460	830180	Pero es una barrera
830180	830980	Bastante difusa
830980	831440	Porque no está
831440	831940	Declarada
831940	832940	Y es difícil
832940	833620	Poder decir
833620	834180	En qué momento
834180	835020	Está surgiendo
835020	836480	Conocimiento
836480	837080	A partir de
837080	837680	Estas arquitecturas
837680	838420	Que están basadas
838420	839480	En
839480	840500	Machine Learning
840500	841300	Bajo el paradigma
841300	842220	Subsimbólico
842220	842460	¿Ok?
843780	845020	Hechas a salvedad
845020	848380	Para bien o para mal
848380	848780	Digamos
848780	849880	Tenemos un problema
849880	850380	Y el problema
850380	850820	Es que tenemos
850820	851600	Que representar
851600	852220	Conocimientos
852220	852840	Para poder
852840	853440	Implementar
853440	853880	Un sistema
853880	854440	De inteligencia
854440	854800	artificial
854800	855920	Y para ello
855920	856460	Necesitamos
856460	856940	Dos cosas
856940	857500	Necesitamos
857500	858020	Un lenguaje
858020	858740	De representación
858740	859260	Por un lado
859260	860840	Y un sistema
860840	861600	De representación
861600	862120	Por el otro
862120	862480	Y de eso
862480	863100	Vamos a hablar
863100	865260	Fundamentalmente
865260	865660	En la clase
865660	865980	De hoy
865980	866380	¿Ok?
870580	871060	Entonces
871060	871880	Mi pregunta es
871880	872740	Vamos al quiz
872740	873440	Número 10
873440	875600	Para debatirlo
875600	876260	Aquí con ustedes
876260	877140	¿Por qué la esencia
877140	877940	De todo sistema
877940	878420	De IA
878420	879140	Es el sistema
879140	879840	De representación
879840	880660	De conocimientos?
887840	888860	¿O el corazón
888860	889620	De todo sistema
889620	890440	De inteligencia artificial
890440	891000	Es
891000	893240	El sistema
893240	894000	De representación
894000	894740	De conocimientos?
897880	899100	¿A qué se debe eso?
900740	901800	¿Qué creen ustedes?
903440	904320	Yo creo que es lo que
904320	905380	Le da sentido
905380	905980	A la información
905980	907240	Para que tenga
907240	908100	Algún uso
908100	910480	Ok
910480	911980	Alejandro
911980	912540	Muy bien
912540	912860	A ver
912860	913980	Nosotros en la clase
913980	914260	Anterior
914260	915240	Definimos datos
915240	916440	Información
916440	918200	Y conocimiento
918200	918480	¿Cierto?
918580	919040	¿Se acuerdan?
920480	921180	Y dijimos
921180	923020	Dijimos que datos
923020	924700	Hay que darles
924700	925620	Un significado
925620	927120	Para poder generar
927120	929100	Para poder generar
929100	930240	Información
930240	931700	Y luego la información
931700	932260	Como decía
932260	932840	Aquí recién
932840	933480	Alejandro
933480	934940	Hay que asignarle
934940	935400	Un uso
935400	937320	Un uso válido
937320	938740	Para poder
938740	941560	Tener recién
941560	942040	Conocimiento
942040	942300	O sea
942300	943160	Datos
943160	943620	Información
943620	944320	Y conocimiento
944320	945940	No son lo mismo
945940	947500	Una cosa
947500	948220	Lleva a la otra
948220	949240	Pero es un proceso
949240	950220	Que cuesta
950220	952120	Y cuesta bastante
952120	952540	¿Ok?
952540	953700	Entonces
953700	955440	En el paradigma
955440	956420	Subsimbólico
956420	957240	Quien aporta
957240	958120	Ese conocimiento
958120	958880	Top down
958880	960660	Son ingenieros
960660	961520	Del conocimiento
961520	962320	¿Ok?
962620	963660	Y una vez que yo
963660	964720	Tengo bases
964720	965340	De conocimiento
965340	966380	Lo suficientemente
966380	967280	Grandes
967280	968620	Ese conocimiento
968620	969620	Se va a ir multiplicando
969620	970260	Porque en la medida
970260	972980	Que ese conocimiento
972980	973960	Este basado en lógica
973960	974820	O lo represente
974820	975340	Con lenguaje
975340	976180	Basado en lógica
976180	977260	Y de eso vamos a hablar hoy
977260	978460	En más detalle
978460	979900	Entonces yo puedo generar
979900	980840	A través de inferencias
980840	981280	Lógicas
981280	982480	Más conocimiento
982540	983340	Pero el problema inicial
983340	984500	Es que necesito
984500	985260	Una masa crítica
985260	985880	De conocimiento
985880	986500	Si no el sistema
986500	987280	No va a funcionar
987280	988840	No va a ser viable
988840	989460	¿Ok?
990060	990820	Eso en el paradigma
990820	991420	Simbólico
991420	992080	Ahora en el paradigma
992080	992740	Subsimbólico
992740	993240	Un poco tengo
993240	993920	El mismo problema
993920	994440	Solo que
994440	996000	La manera en que yo
996000	996860	Llego al conocimiento
996860	997500	Es distinta
997500	998960	En el subsimbólico
998960	999580	Yo digo bueno
999580	1001040	Yo no me preocupo
1001040	1002160	De generar el conocimiento
1002160	1003000	Yo tengo datos
1003000	1003540	Y hago que
1003540	1004400	A través de algoritmos
1004400	1005180	De machine learning
1005180	1007640	Voy generando
1007640	1008720	Distintas capas
1008720	1008980	De
1008980	1010760	De datos
1010760	1012440	Que me van llevando
1012440	1013980	Lentamente
1013980	1014740	Hacia algo
1014740	1015660	Que puedo yo
1015660	1016700	Comparar
1016700	1017620	Con una regla
1017620	1018820	De conocimiento simbólico
1018820	1019320	Y esas reglas
1019320	1020100	Las vamos a ver
1020100	1024040	En un tiempo más
1024040	1024400	¿Ok?
1024860	1025520	Aquí alguien
1025520	1026140	Me está pidiendo
1026140	1027020	Que grabe
1027020	1027900	La clase
1027900	1028300	Pero la clase
1028300	1029220	Está siendo grabada
1029220	1033120	Me parece
1033120	1033320	¿No?
1035820	1036340	Sí
1036340	1037080	Arriba
1037080	1037880	Sali grabando
1037880	1039060	Sí
1039060	1042060	Ok
1042060	1043100	Muy bien
1043100	1043780	¿Se entendió eso?
1043860	1044040	O sea
1044040	1045340	Al final del día
1045340	1048720	El sistema
1048720	1048740	El sistema
1048740	1049340	De representación
1049340	1050160	De conocimientos
1050160	1051000	Ya sea
1051000	1052600	A través del paradigma
1052600	1053080	Simbólico
1053080	1053820	O subsimbólico
1053820	1054280	Debe
1054280	1056020	Debe estar presente
1056020	1057000	¿Ok?
1057140	1058460	Explícita o implícitamente
1058460	1059560	En el
1059560	1060460	En el
1060460	1061340	Sistema de inteligencia
1061340	1061680	Artificial
1061680	1062240	¿Por qué?
1063000	1063380	Porque
1063380	1065600	La esencia
1065600	1066560	De todo sistema
1066560	1067680	De inteligencia artificial
1067680	1068260	Es la base
1068260	1068820	De conocimiento
1068820	1069320	Y la pregunta
1069320	1069940	Que yo les hacía
1069940	1070380	Es un minuto
1070380	1070840	¿Por qué?
1071840	1072180	Bueno
1072180	1072660	Es porque
1072660	1073060	No hay
1073060	1073740	Información
1073740	1074800	Sin representación
1074800	1076060	No hay
1076060	1076580	Conocimiento
1076580	1077260	Sin información
1077260	1078160	Y porque
1078160	1078460	No hay
1078460	1078640	IA
1078640	1079480	Sin conocimiento
1079480	1081820	Entonces
1081820	1082880	Esta respuesta
1082880	1083460	Que yo estoy dando
1083460	1084060	A esta pregunta
1084060	1085180	Tiene que ver
1085180	1085480	Con
1085480	1086740	Ese proceso
1086740	1087440	De conversión
1087440	1087900	Que tiene
1087900	1090440	Dos grandes fases
1090440	1091020	Una
1091020	1091920	Es convertir
1091920	1093180	Datos
1093180	1093900	En información
1093900	1097180	Cosa que
1097180	1098120	El paradigma
1098120	1098980	Subsimbólico
1098980	1099180	Hace
1099180	1099860	Y hace muy bien
1099860	1101300	Pero además
1101300	1101900	Necesito luego
1101900	1102440	Convertir
1102440	1103180	Información
1103180	1103780	En conocimiento
1103780	1104200	Cosa que
1104200	1104620	El paradigma
1104620	1105320	Subsimbólico
1105320	1106460	Todavía no resuelve
1106460	1107060	¿Ok?
1107240	1107900	Estamos como
1107900	1108880	En la frontera
1108880	1109860	Tratando de resolverse
1109860	1110520	Pero en general
1110520	1111600	Esa segunda fase
1111600	1112960	No está presente
1112960	1114080	Entonces cuando yo les decía
1114080	1115280	Que
1115280	1120140	Que el paradigma
1120140	1120800	Subsimbólico
1120800	1121520	Se da bien
1121520	1122640	Para aplicaciones
1122640	1123400	Que son intensivas
1123400	1123740	En datos
1123740	1124240	Pero no tan
1124240	1125760	Incentivas
1125760	1126460	En conocimiento
1126460	1127340	Aquí está la respuesta
1127340	1127700	A eso
1127700	1128780	Es por esta razón
1128780	1129580	¿Ok?
1129580	1130080	Es porque
1130080	1131020	Ese paradigma
1131020	1131860	Todavía no resuelve
1131860	1133140	La transición
1133140	1134700	Desde la información
1134700	1135780	A ese conocimiento
1135780	1136560	¿Y después
1136560	1137100	El paradigma
1137100	1138200	Del conocimiento
1138200	1139180	Viene el del razonamiento
1139180	1139560	Entonces?
1140400	1141620	Con lo que hemos conversado
1141620	1142360	Ok
1142360	1143240	Buena pregunta
1143240	1143800	Emanuel
1143800	1144060	¿No?
1146020	1146240	Sí
1146240	1147520	Emanuel
1147520	1148080	Tu pregunta
1148080	1149260	Tu pregunta
1149260	1150180	Es muy pertinente
1150180	1152340	Y la respuesta
1152340	1152780	A tu pregunta
1152780	1153320	Es la siguiente
1153320	1153820	En la medida
1153820	1155420	Que ese conocimiento
1155420	1157100	Yo lo tengo que representar
1157100	1159980	Y para representarlo
1159980	1160920	Necesito un lenguaje
1160920	1161960	Siempre
1161960	1163480	¿Ok?
1163480	1164820	Si ese lenguaje
1164820	1165980	Está basado en lógica
1165980	1166480	Entonces
1166480	1167760	Ya inmediatamente
1167760	1168420	Yo voy a poder
1168420	1168860	Razonar
1168860	1169280	Como dice
1169280	1169560	Tu
1169560	1172060	Si no está basado
1172060	1172440	En lógica
1172440	1173400	Entonces tengo un problema
1173400	1174060	¿Ok?
1175420	1176420	En la medida
1176420	1177240	En que yo adopte
1177240	1177820	Un paradigma
1177820	1179140	Lógica matemática
1179140	1179600	En el fondo
1179600	1180480	Para poder implementar
1180480	1181020	Ese lenguaje
1181020	1181700	Entonces sí
1181700	1182640	Entonces sí
1182640	1183280	Puedo razonar
1183280	1184060	Automáticamente
1184060	1185800	Y en esta clase
1185800	1186300	Vamos a ver
1186300	1186680	Lo que ha sido
1186680	1187220	La evolución
1187220	1188160	Porque los lenguajes
1188160	1189080	Basados en lógica
1189080	1189740	De representación
1189740	1190300	De conocimiento
1190300	1191620	No surgieron al comienzo
1191620	1193360	En los años 50
1193360	1193800	60
1193800	1194200	70
1194200	1194620	Y 80
1194620	1195800	No se usaba la lógica
1195800	1197180	Recién a final
1197180	1198000	Mediados del 80
1198000	1198940	A finales de los 80
1198940	1200360	Los investigadores
