start	end	text
418820	426820	y la señorita lo prefiera a él más que a sus respectivas parejas actuales.
426820	438260	Si esa condición se cumple, si yo no encuentro, entonces tengo los matrimonios estables
438260	445320	porque no hay un riesgo de que un externo reemplace a alguna de las parejas ya existentes.
445320	450080	¿Tienen una cara de incredulidad ustedes?
450980	458880	Bueno, pero esto la verdad es que a la primera no funciona, no es necesariamente una cuestión que funcione a la primera.
459280	468140	Pero si se itera, y hay un algoritmo que hace esto, si se itera, sí existe una solución.
468140	476180	Bueno, ya, ese es el problema general.
477080	479920	¿Qué es lo que hacen las señoritas y los caballeros?
479920	491500	Bueno, pues, el día sábado estaba dibujando este slide y no sabía qué nombres poner.
492680	503260	Y se me ocurrió poner, no sé, Janet, Evelyn, José Antonio, y después pensé que si me salía José Antonio con Janet,
503260	511100	la cosa no iba a funcionar, así que opté por unos nombres un poco más extraños, me metí en internet, nombres extraños.
512660	513540	Esos son los nombres.
514760	516740	Los caballeros y las señoritas.
517840	519800	Y cada uno hace su lista.
521640	526240	Se fijan que los dos primeros señores coinciden en la elección de la monona.
526240	530380	Así que no será, satisfecha su elección en un 100%.
530380	533740	Para las señoritas, exactamente lo mismo.
538120	540760	Y lo que hay que hacer es iterar.
543660	551320	En el año 1962, Shapley, en realidad, junto con Gale, y después Shapley con Roth,
552880	560000	probaron, matemáticamente, que existe una solución algorítmica a este problema.
560980	568320	Y se llama algoritmo de la aceptación diferida, porque hay que iterar hasta que se encuentra la estabilidad en las parejas.
571120	575840	Shapley se ganó el Nobel de Economía, en el 2012.
577440	582260	Porque esto no solo sirve para juntar parejas, sino que va a estudiar sistemas económicos.
582260	586000	Tal como pasó con Nash, con la teoría de equilibrio de precios.
588120	594300	Ese era el señor Shapley, el ganador del Nobel.
594300	598880	Puse esa foto, a él se lo llevó el altísimo ya hace pocos años.
601200	602660	Y ya estaba bien viejito.
603340	604580	Preferí poner esta.
604580	616680	Antes de seguir, les voy a dar dos razones por las que puse este ejemplo.
617060	619440	Que parece no tener mucho que ver con lo que estamos viendo.
620300	628840	Una, que sí, el problema de las parejas estables, como vamos a ver en las aplicaciones que voy a mencionar,
628840	633660	sí tiene sentido para muchas cosas en las que nosotros trabajamos cotidianamente.
634760	639280	Y lo otro es que, bueno, Donald Nutt es una especie de gurú.
640540	643860	Es como que un hincha del fútbol no sepa quién es Messi.
643860	649300	Entonces, de alguna manera creo que tienen que conocerlo.
650440	655480	Y la otra razón es que Nutt estuvo el año 1976 en Chile.
656700	660360	Cuando partía al Departamento de Ciencia y Computación de la Universidad de Chile,
661060	661740	trajeron a Nutt.
661860	664120	En ese entonces Nutt tenía 38 años.
666600	670600	Y fue promovido, fue anunciada su charla,
671080	673180	y él iba a hablar sobre los matrimonios estables.
673860	683580	Se llenó la sala de conferencias y los periodistas nunca entendieron las cosas que él estaba hablando,
684000	685120	porque era muy matemático.
685680	687640	Y ellos hacían preguntas como,
688000	690160	¿de qué depende la estabilidad de un matrimonio?
695460	700060	Eso fue un bochorno, pero no le tradujeron todo al señor Nutt, en todo caso.
701340	703700	¿Qué aplicaciones tiene este problema?
703860	713000	Nutt, que cree que lo estoy pelando.
713000	721720	Disculpen el exabrusto telefónico este.
721720	727900	Una aplicación es esta que están viendo aquí,
728520	731940	asignación de estudiantes, postulantes, con universidad,
732160	734580	sobre todo en el sistema norteamericano de aceptación,
735740	738400	que hay distintas maneras de aceptar estudiantes.
738920	740400	Entonces, estos emparejamientos,
741280	744220	porque los estudiantes postulan a varias universidades,
744220	745340	las universidades revisan,
745340	749440	no hay una P, no sé cuánto se llama la hora ya,
751080	751380	esa.
752500	755320	No hay de esas cosas de admisión así como global,
755700	757520	cada una decide sus reglas de ingreso,
758060	763000	y se puede trabajar con distintos criterios para distintas universidades.
763000	771660	Seguramente, todos conocen o conocemos gente que ha estudiado medicina
771660	773360	y que hace un internado en alguna parte,
773700	775740	y que hay algunas cosas que se pelean,
776100	778240	el hospital, el lugar, la especialidad.
778940	782840	Ese juego también se puede resolver a través de este problema.
783640	786000	Es una optimización de asignación de recursos.
787140	789560	Por eso lo mencioné como un problema de optimización.
789560	795880	Asignación de usuarios a un servicio de internet.
797880	800300	Aquí hay un compromiso de lo que a mí me gustaría,
801120	803620	con un compromiso de la compañía que ofrece el servicio,
803720	806720	que tiene que ver con el costo de ofrecerme a mí ese servicio.
807560	811040	Esto también es un problema de matrimonio estable.
812260	815940	Obviamente, como mencionaron ustedes tan graciosamente,
816380	816960	Tinderpan.
816960	824200	Y ahora ya vamos a entrar a tierra derecha.
825260	826280	Esto así está en el programa.
828340	835200	Un concepto que es bastante útil para resolver problemas
835200	838140	en los cuales no tenemos toda la información que necesitamos
838140	839020	y que es la simulación.
839020	842820	Y en la simulación les voy a contar
842820	847180	de qué se trata este método de maticarlo.
847240	847880	¿En qué consiste?
850000	851060	¿Qué es lo que hacemos?
851300	852780	Modelamos probabilidades.
853180	855100	La probabilidad de que ocurra algo.
855100	862500	Sobre todo en presencia de variables aleatorias,
862900	866320	donde no podemos controlar todas las variables de un fenómeno,
866980	871620	entonces utilizamos este método de Montecal,
871700	875220	lo que se llama así por el casino de Montecal.
875220	881160	¿Qué es lo que permite evaluar?
881680	882280	Rías y Hugo.
882880	884680	Fundamentalmente, Rías y Hugo.
885000	890320	La probabilidad de que ocurra un evento dado a un conjunto de otros eventos.
890740	893460	Esto tiene un sustento matemático bien importante atrás,
894140	895900	pero no vamos a entrar ahí.
895900	903700	Como hay un computador poderoso en estos días,
904560	906600	no en la época en que se inventa este método.
907420	908940	Este método es del año 44.
912940	913940	44.
915380	917700	Yo diría que casi con esa actitud del año 44.
922140	924680	Había máquinas, había computadores, claro.
924680	931680	Esas máquinas grandes que se usaban para cálculos principalmente balísticos.
933600	936760	Si uno maneja muchos datos y muchas probabilidades,
936940	938380	si uno tiene mucha información,
938860	941700	la verdad es que en teoría podría saber
941700	944940	si va a ganar o no la batería, pero eso es en teoría.
945240	948700	En base a algo que se llama la ley de los grandes números.
948800	949980	¿Han escuchado hablar de eso?
951160	952560	En la ley de los grandes números,
952560	958260	si yo tengo un conjunto muy grande de datos,
958660	961040	las probabilidades de distribución de estos datos
961040	964560	tienden a exactamente a normalizarse.
964560	970560	Entonces, si yo, la teoría en que se basa Monte Carlo,
970660	972340	es que si yo tengo muchos, muchos, muchos datos,
972660	976200	la verdad es que tengo una idea de lo que va a suceder.
976300	977760	Si yo tiro 10 veces una moneda,
977840	978980	si yo tiro una moneda al aire,
980200	983420	la probabilidad de que caiga cara o caiga sello es 50%,
983420	984480	mi primera tirada.
984480	988660	Pero si yo he tirado nueve veces la moneda y ha caído cara,
989380	990660	y voy a tirar una décima,
991840	995780	la probabilidad de que sea sello es más alta que el 10%,
995780	998880	en función de la ley de los grandes números.
1001100	1004720	Ese es todo el juego de este método.
1004720	1007900	¿Por qué es importante?
1008020	1012700	Porque hay muchos casos en que tenemos que simular fenómenos.
1015140	1020320	No tenemos ni los elementos ni los sistemas para probarlos in situ.
1021120	1022960	Y para eso se hace una simulación.
1022960	1028360	Y la simulación consiste en tomar un sistema
1028360	1032020	por el que queremos analizar su comportamiento,
1033800	1036140	investigar cuáles son las propiedades,
1036260	1038600	cuáles son las características de este sistema real.
1041320	1045880	La otra es, en realidad el sistema real no es llegar y agarrarlo,
1046500	1048940	porque, no sé,
1050680	1052920	supongamos que estemos hablando de armas nucleares.
1053660	1054940	No es llegar a armar una bomba,
1055080	1056440	y cómo funcionará esta,
1056540	1058180	tirémosela a los rusos,
1058280	1058920	para ver qué pasa.
1060940	1062940	Entonces lo que se hace es un modelo.
1064160	1066020	Y un modelo es una suposición,
1066140	1067240	es una simplificación.
1069460	1072120	Y no es exactamente el sistema,
1072420	1075140	pero nos da una indicación de cómo se va a comportar.
1077740	1078540	Hay que hacer,
1079080	1081100	en un modelo se hacen abstracciones,
1081220	1082420	se hacen simplificaciones.
1082960	1087260	Uno podría hacer esta pregunta,
1087420	1087960	no sé,
1088020	1088860	en primero básico.
1089520	1089960	Yo quiero
1089960	1094660	tirar un cable de energía eléctrica
1094660	1096980	que va desde Santiago a Rancagua.
1097940	1100180	Supongamos que desde Santiago a Rancagua hay,
1100680	1101280	no sé,
1101840	1102560	90 kilómetros.
1102560	1108040	Entonces la pregunta sería,
1108700	1110200	¿cuántos cables necesito yo
1110200	1112140	para tirarlo a la línea recta?
1112860	1114640	Bueno, 90 kilómetros de cable.
1115480	1117760	Pero eso se une con una historia
1117760	1119000	que nos pasa todas las veces
1119000	1120500	que viajamos en tren o en bus,
1121860	1123440	que es que vemos los cables
1123440	1125420	que se van guateando,
1125620	1126660	como que baja y sube.
1126660	1130960	Son más de 90 kilómetros
1130960	1131860	entonces de cables.
1132020	1132260	Claro,
1132660	1133000	es más.
1134460	1135820	Pero hacemos una abstracción.
1136160	1137460	Eso es lo que hace la simulación.
1138180	1139460	Esas cuestiones las desprecian.
1139620	1140000	Un poco más,
1140080	1140600	un poco menos.
1140780	1140900	No,
1141000	1141860	siempre un poco más
1141860	1144080	por la necesidad de la catenaria.
1144080	1145080	Si hay un temblor
1145080	1146400	y si está muy tirante la cosa,
1146520	1147300	hasta ahí no más llegamos.
1148000	1148200	Bueno,
1149080	1151080	entonces nosotros usamos modelos
1151080	1152380	que son simplificaciones.
1152900	1154420	Ese modelo puede ser físico,
1154540	1155640	podemos armar una maqueta
1155640	1156580	en un laboratorio
1156580	1158340	o puede ser un modelo matemático.
1159500	1160600	¿Dónde armamos maquetas?
1160680	1161920	En laboratorios normalmente
1161920	1164540	los laboratorios
1164540	1166760	que construyen sistemas aerodinámicos.
1167500	1168560	No solo aviones,
1168780	1169740	sino que autos también.
1170180	1171400	Donde se prueban, por ejemplo,
1171500	1172140	las alas,
1172280	1173540	los túneles de viento,
1174080	1176360	se construye un modelo físico
1176360	1177140	y se prueban.
1177860	1179000	Pero se puede hacer
1179000	1180420	puramente matemático,
1180980	1182060	lo que es bastante más
1182060	1184360	complejo,
1185740	1186180	difícil,
1186740	1188860	porque ya tenemos que decidir
1188860	1194080	qué opción vamos a tomar.
1194220	1195060	Vamos a considerar
1195060	1196180	todos los componentes,
1196460	1197100	en cuyo caso
1197100	1198200	tendríamos que hacer
1198200	1199680	una solución analítica.
1201180	1202200	Y nos imaginamos
1202200	1204300	que la cantidad de ecuaciones
1204300	1205320	y la cantidad de soluciones
1205320	1206720	podrían llegar a ser muy grandes.
1207260	1207460	O
1207460	1209280	podemos optar también
1209280	1209940	por simular.
1210980	1212100	Esto se va a comportar
1212100	1213500	más o menos de esta forma.
1214340	1215620	Simplificamos nuestro problema.
1216800	1217520	Y ese es el punto
1217520	1218240	que nos interesa
1218240	1218920	a nosotros hoy,
1218980	1219700	porque la mayoría
1219700	1220580	de los problemas
1220580	1222180	asociados
1222180	1224540	a inteligencia artificial
1224540	1226600	tienen que ver
1226600	1228060	con optimización,
1228800	1229740	mejorar algo.
1230520	1231920	Y esa optimización
1231920	1233720	habitualmente
1233720	1235020	tiene una complejidad
1235020	1236260	que no es tratable
1236260	1237380	computacionalmente
1237380	1237940	como ya
1237940	1238940	hemos visto
1238940	1239740	en un par de clases
1239740	1240320	anteriores.
1241180	1241320	Bueno,
1241320	1246940	en la simulación
1246940	1249560	tal como hacíamos
1249560	1250160	en los árboles
1250160	1251100	de búsqueda
1251100	1251720	con poda,
1252380	1253220	no siempre vamos
1253220	1253660	a encontrar
1253660	1254660	la solución ideal,
1254780	1255340	porque ahí estamos
1255340	1256540	haciendo muchos supuestos,
1257040	1257440	pero estamos
1257440	1258660	entendiendo el fenómeno.
1259780	1259940	Ahora,
1260080	1260780	mientras más raros
1260780	1261240	tenemos,
1261480	1261640	mejor.
1263280	1263920	Más certera
1263920	1264960	es nuestra
1264960	1266420	apreciación
1266420	1267140	del fenómeno.
1267140	1271500	Hacemos muchos
1271500	1272400	experimentos,
1273240	1273920	simulamos,
1275020	1275580	y cuando tenemos
1275580	1276500	muchos experimentos
1276500	1276780	decimos,
1276880	1276960	no,
1277040	1277480	esto ya está
1277480	1278460	bastante probado,
1279260	1279940	yo creo que
1279940	1281180	funciona bien,
1281920	1282680	siempre hay un margen
1282680	1283300	para el error.
1284180	1284700	Recuerden,
1285700	1286140	el hecho
1286140	1287540	de usar computadores,
1290620	1291020	la gente
1291020	1292240	de los 80
1292240	1293060	creía que
1293060	1294500	tener un computador
1294500	1295320	era sinónimo
1295320	1295780	de resolver
1295780	1296560	todos los problemas.
1297140	1299380	Nunca fue así.
1301540	1302100	Pero
1302100	1303380	sabemos que
1303380	1304560	si analizamos
1304560	1304900	muchos,
1304960	1305460	muchos datos,
1305600	1305940	si tenemos
1305940	1306760	mucha información,
1307540	1307960	y esto pasa
1307960	1308480	en todos lados,
1308620	1309460	nuestras decisiones
1309460	1310600	serán más certeras.
1313860	1314220	Y como
1314220	1315900	siempre hacemos
1315900	1316420	algo que
1316420	1318260	cuando tenemos
1318260	1319080	un algoritmo
1319080	1319660	o tenemos
1319660	1321180	un procedimiento
1321180	1321860	de solución,
1322260	1323080	probemos lo que
1323080	1323640	pasa con
1323640	1325280	y empezamos
1325280	1325640	a poner
1325640	1326580	números.
1327140	1327480	Ah,
1327540	1328300	funciona con
1328300	1328820	sí,
1328960	1329660	sí funciona.
1331420	1332560	Y funcionará
1332560	1333240	con este otro
1333240	1333840	numerito
1333840	1334860	cuando jugamos
1334860	1335580	con los números.
1336540	1337160	Y a partir
1337160	1337580	de eso
1337580	1338360	podemos extraer
1338360	1339000	conclusiones.
1340000	1340980	Existe el riesgo,
1341060	1341540	por supuesto,
1341660	1342200	de lo que se llama
1342200	1342960	generalización
1342960	1343540	prematura.
1343540	1345340	cuando uno se
1345340	1345820	entusiasma
1345820	1346320	mucho y
1346320	1347220	dice el 1
1347220	1347680	es primo,
1348360	1348860	3 es primo,
1348940	1349980	el 5 es primo,
1350060	1350740	el 7 es primo,
1350840	1351860	todos los impares son primos.
1352940	1353580	Justo cuando
1353580	1354260	íbamos a descubrir
1354260	1354620	que no.
1355820	1356240	Por lo tanto,
1356360	1357020	necesitamos
1357020	1358080	habitualmente
1358080	1358780	muchos datos
1358780	1360120	para respaldar
1360120	1360560	nuestra
1360560	1361780	suposición.
1363120	1364120	¿Qué se usa
1364120	1366080	en estos métodos
1366080	1366740	de simulación?
1367520	1368260	Datos al azar.
1370900	1371980	Para ver si es cierto
1371980	1372480	que funciona.
1372680	1373360	Cuando nosotros
1373360	1374120	construimos
1374120	1375160	típicamente un sistema
1375160	1375820	computacional
1375820	1376320	y queremos
1376320	1376920	probarlo,
1378040	1378380	probar
1378380	1379060	significa
1379060	1380120	tratar
1380120	1381020	de encontrar
1381020	1381840	el error.
1381840	1384180	Ese es el objetivo
1384180	1384840	de la prueba.
1385600	1386400	Si yo no encuentro
1386400	1386820	un error,
1387280	1387620	por ejemplo,
1387700	1388140	en un sistema
1388140	1388840	computacional,
1390420	1390940	mi labor
1390940	1392060	como buscador
1392060	1392680	de errores
1392680	1394640	no está bien hecha.
1396040	1396640	Yo puedo decir
1396640	1397180	cuando encontré
1397180	1397520	un error,
1397740	1398760	pero si no lo encuentro,
1399720	1400220	no quiere decir
1400220	1400880	que no lo haya.
1404000	1404440	Entonces,
1404560	1404880	para eso
1404880	1405380	usamos
1405380	1407120	muchos datos
1407120	1408480	y toda la potencia
1408480	1409820	computacional
1409820	1410320	que tenemos
1410320	1410780	hoy día
1410780	1412380	para apoyarnos
1412380	1412860	y
1412860	1415540	obtener ciertas
1415540	1416260	conclusiones.
1419840	1420860	¿Qué es lo que
1420860	1421200	hacemos
1421200	1423040	en estas
1423040	1423820	simulaciones?
1424880	1425640	Identificamos
1425640	1426180	frecuencias
1426180	1426760	de un evento
1426760	1429080	y analizamos
1429080	1429480	datos.
1430800	1431520	Y estos datos
1431520	1432160	alimentan
1432160	1432800	nuestro modelo.
1434880	1435420	Vamos a ver
1435420	1436240	con monitos
1436240	1437380	cómo funciona
1437380	1437740	esto.
1438540	1438940	Me interesa
1438940	1439500	que entiendan
1439500	1440480	solo el concepto
1440480	1441000	del método
1441000	1441620	Montecarlo.
1441840	1442460	No lo vamos
1442460	1443000	a usar
1443000	1444220	por si acaso
1444220	1445660	para que lo
1445660	1446520	descarten al tiro.
1452900	1453420	Cuando
1453420	1455760	antes de este
1455760	1456080	método
1456080	1456680	Montecarlo,
1456820	1457580	cuando teníamos
1457580	1458120	una
1458120	1461800	suposición,
1461900	1462340	por ejemplo,
1464000	1464320	¿cuánto
1464320	1466300	vivía
1466300	1466700	el hombre
1466700	1467460	de Nardenthal?
1467460	1467660	¿cuánto
1467660	1467700	vivía
1467700	1468700	de Nardenthal?
1472280	1472880	Encontraron
1472880	1473480	un hueso
1473480	1473720	de
1473720	1475460	un tipo
1475460	1476060	que parecía
1476060	1476540	haber muerto
1476540	1477760	a los 32
1477760	1479000	y el otro
1479000	1479640	a los 12.
1479640	1485100	en promedio
1485100	1486100	vivía 27
1486100	1488220	es un poco
1488220	1488540	bruta
1488540	1488860	nuestra
1488860	1489560	suposición
1489560	1491020	pero eso
1491020	1491520	hacíamos
1491520	1492760	de hecho
1492760	1493380	lo seguimos
1493380	1493960	haciendo
1493960	1496240	lo que hace
1496240	1496880	Montecarlo
1496880	1498480	es considerar
1498480	1499120	estos números
1499120	1499700	separados
1499700	1500920	como las muestras
1500920	1502060	como estos
1502060	1502600	distintos
1502600	1503320	eventos
1503320	1504460	que alimentan
1504460	1504860	nuestro
1504860	1506460	sistema
1506460	1508440	simulamos
1508440	1508840	con números
1508840	1509940	que aparentemente
1509940	1510420	son más
1510420	1511000	realistas
1511000	1514860	después
1514860	1515420	de tener
1515420	1515920	todos los
1515920	1516480	resultados
1516480	1517100	lo que hace
1517100	1517420	el método
1517420	1517860	Montecarlo
1517860	1518460	es promediar
1518460	1520080	pero
1520080	1521060	no parte
1521060	1521800	promediando
1521800	1522840	hay una
1522840	1523680	sutil diferencia
1523680	1524600	en términos
1524600	1525380	de la precisión
1525380	1525660	o
1525660	1527020	cómo se refleja
1527020	1527600	una realidad
1527600	1528680	eso va a depender
1528680	1529580	de la naturaleza
1529580	1530180	del problema
1530180	1532840	¿qué es lo que
1532840	1533100	hace
1533100	1533960	Montecarlo?
1533960	1534880	bueno, ese es el casino
1534880	1535520	esa es la ruleta
1535520	1536580	esta es la inspiración
1536580	1537540	del nombre
1537540	1540100	¿qué es lo que
1540100	1540600	hacemos con
1540600	1541300	nuestra ruleta?
1541900	1542800	generamos números
1542800	1545880	para automatizar
1545880	1546540	el cálculo
1546540	1547440	para tener
1547440	1548220	esta gran
1548220	1548580	muestra
1548580	1549140	de valores
1549140	1550700	porque puede
1550700	1551160	que nosotros
1551160	1551920	hagamos una muestra
1551920	1552320	y tengamos
1552320	1553020	pocos valores
1553020	1553820	a ustedes
1553820	1554920	bueno
1554920	1556260	no se les debe
1556260	1556860	haber pasado
1556860	1557620	voy a volver
1557620	1558940	y voy a llegar
1558940	1559680	aquí rápidamente
1559680	1560260	para mostrar
1560260	1560660	esto
1560660	1563060	¿cómo partimos
1563060	1563400	esto?
1563960	1565360	y fue esto
1565360	1567560	hablé de simulación
1567560	1568440	y si ustedes
1568440	1569040	se fijan
1569040	1569760	los que están
1569760	1570300	encerrados
1570300	1571300	en estas redondelas
1571300	1571860	amarillas
1571860	1573940	son los mismos
1573940	1577240	usamos elementos
1577240	1578240	incluso repetidos
1578240	1579180	para alimentar
1579180	1580300	nuestro modelo
1580300	1582040	esa es parte
1582040	1582800	de la simulación
1582800	1584720	y si uno
1584720	1585140	le saca
1585140	1585920	esas redondelas
1585920	1586340	amarillas
1586340	1586840	se ve como
1586840	1587500	una multitud
1587500	1588140	claramente
1588140	1589340	bueno
1589340	1589820	eso sirve
1589820	1590300	para todo
1590300	1591100	obviamente
1591100	1595500	bien
1595500	1599700	de
1599700	1601220	Stanislav
1601220	1603920	Ulán
1603920	1604600	probablemente
1604600	1605260	no han escuchado
1605260	1605460	hablar
1605460	1606240	porque de un húngaro
1606240	1606700	era
1606700	1608200	de John
1608200	1608840	von Neumann
1608840	1609460	probablemente
1609460	1609760	sí
1609760	1612200	asociado
1612200	1614380	a los computadores
1614380	1615060	uno hablaba
1615060	1616020	de la máquina
1616020	1616840	de von Neumann
1616840	1619480	otro húngaro
1619480	1621240	húngaro alemán
1621240	1622580	bueno en esa época
1622580	1623060	eran todos
1623060	1623680	mayores alemanes
1623680	1624360	todos terminaron
1624360	1625140	en Estados Unidos
1625140	1626860	y se le ocurrió
1626860	1627320	la idea
1627320	1629320	en aquella época
1629320	1629340	en aquella época
1629340	1629700	no había
1629700	1630280	visa waiver
1630280	1630640	entonces
1630640	1633060	se le ocurrió
1633060	1633540	la idea
1633540	1634420	a
1634420	1635780	Ulán
1635780	1636560	cuando estaba
1636560	1637360	enfermito
1637360	1639280	se resfrió
1639280	1643740	y trabajaba
1643740	1644340	con un grupo
1644340	1645260	de científicos
1645260	1645980	entre otros
1645980	1647300	seguramente
1647300	1648080	le suena el nombre
1648080	1648780	Oppenheimer
1648780	1650600	o el nombre
1650600	1652200	Niels Bohr
1652200	1652820	de cuando uno
1652820	1653780	estudiaba química
1653780	1654340	se acuerdan
1654340	1657960	y este señor
1657960	1659420	se resfrió
1659420	1661020	y estaban
1661020	1661300	en
1661300	1662020	Alamogordo
1662020	1663480	que es donde
1663480	1663960	se construyó
1663960	1664720	la bomba atómica
1664720	1666160	ahí estaba
1666160	1666580	el grupo
1666580	1667420	de científicos
1667420	1667780	que estaba
1667780	1668080	haciendo
1668080	1669020	la bomba atómica
1669020	1670960	seguramente
1670960	1671760	conocen la historia
1671760	1672220	pero ahí
1672220	1673200	tuvieron que
1673200	1674280	reclutar
1674280	1675400	digamos
1675400	1675900	los cerebros
1675900	1676620	más brillantes
1676620	1677180	de la época
1677180	1678000	y
1678000	1679360	los tenían
1679360	1680380	prácticamente
1680380	1680980	secuestrados
1680980	1681300	los tipos
1681300	1682120	no podían salir
1682120	1683720	vivían
1683720	1684240	en ese
1684240	1685080	campamento
1685080	1686220	en sus casitas
1686220	1687060	con su familia
1687060	1688480	pues si no
1688480	1689120	no se iban
1689120	1693480	se resfrió
1693480	1694100	como les digo
1694100	1694680	a este señor
1694680	1695960	y para entretenerse
1695960	1696920	empezó a jugar
1696920	1698340	al solitario
1698340	1699640	no
1699640	1700720	no
1700720	1700960	no
1700960	1701280	no
1701280	1701360	no
1701360	1701600	con
1701600	1702060	clic
1702060	1702360	clic
1702360	1703100	no con
1703100	1703400	mouse
1703400	1705040	y
1705040	1706920	empezó a pensar
1706920	1707480	en este
1707480	1708540	en esta idea
1708540	1708720	de
1708720	1709680	¿cómo puedo
1709680	1710060	yo
1710060	1711560	predecir
1711560	1713740	con un cierto
1713740	1714160	grado
1714160	1715080	de probabilidad
1715080	1715460	cuál es
1715460	1715920	la carta
1715920	1716660	que va a salir
1716660	1719920	no había
1719920	1720900	mundial de clubes
1720900	1721180	no había
1721180	1721420	nada
1721420	1721980	en esa época
1721980	1722420	entonces
1722420	1723820	él se entretenía
1723820	1724880	con los
1724880	1725260	naipes
1725260	1727100	llegó al día
1727100	1727740	siguiente
1727740	1730280	o cuando
1730280	1731080	se recuperó
1731080	1731520	de su
